Account Name,Customer Number_x,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County,Customer Number_y,Year,Dogs,Cats,Guinea Pigs,Hamsters,Rabbits,Non-Human Primates,Sheep,Pigs,Other Farm Animals,All Other Animals,latitude,longitude
Montefiore Medical Center,333,21-R-0081,Class R - Research Facility,Active,,111 EAST 210 STREET,RESEARCH & SPONSORED PROGRAMS,"BRONX, NY 10467",Bronx,333,2024,,,,,,,,6,,,,
Weill Cornell Medicine,336,21-R-0114,Class R - Research Facility,Active,,1300 York Avenue - Box 40,,"New York, NY 10065",New York,336,2024,,,,,65,13,,,,,,
Childrens Hospital Of Philadelphia (JOSEPH STOKES JR RES INST),337,23-R-0033,Class R - Research Facility,Active,,3615 CIVIC CENTER BOULEVARD,,"PHILADELPHIA, PA 19104",Philadelphia,337,2024,,,2,,6,78,127,124,,,39.9466225,-75.1966172
Pfizer Global Research & Development,339,21-R-0088,Class R - Research Facility,Active,,66 Hudson Boulevard East,,"New York, NY 10001",New York,339,2024,381,,,134,362,673,,,,,40.755244,-73.9995781
The Wistar Institute,340,23-R-0055,Class R - Research Facility,Active,,3601 SPRUCE STREET,,"PHILADELPHIA, PA 19104",Philadelphia,340,2024,,,,,,,,,,,39.951189,-75.1958788
The Feinstein Institutes For Medical Research,342,21-R-0107,Class R - Research Facility,Active,,350 COMMUNITY DRIVE,Attn: Michelle Aparicio,"MANHASSET, NY 11030",Nassau,342,2024,,,,,8,,,12,,,40.7755765,-73.7023159
University Of Rochester (School Of Medicine & Dentistry),343,21-R-0109,Class R - Research Facility,Active,,601 ELMWOOD AVENUE,PO BOX 674,"ROCHESTER, NY 14642",Monroe,343,2024,,,,,14,123,15,,4,,43.1229299,-77.6253832
Saint Vincent College,344,23-R-0068,Class R - Research Facility,Active,,300 FRASER PURCHASE RD.,,"LATROBE, PA 15650",Westmoreland,344,2024,,,,,,,,,,,,
New York University Washington Square,346,21-R-0118,Class R - Research Facility,Active,,OFFICE OF VETERINARY RESOURCES,"665 BROADWAY, SUITE 804","NEW YORK NEW YORK, NY 10012",New York,346,2024,,,,,,23,,,,,,
Bucknell University,347,23-R-0046,Class R - Research Facility,Active,,DEPT OF BIOLOGY AND PSYCHOLOGY,,"LEWISBURG, PA 17837",Union,347,2024,,,,,,55,,,,,,
Pennsylvania Western University (GRADUATE STUDIES & RESEARCH),348,23-R-0189,Class R - Research Facility,Active,,OFFICE OF GRANTS AND CONTRACTS,"250 UNIVERSITY AVENUE, CAMPUS BOX 17","CALIFORNIA, PA 15419",Washington,348,2024,27,36,,,6,,,,,,,
Monell Chemical Senses Center,350,23-R-0088,Class R - Research Facility,Active,,3500 Market Street,,"Philadelphia, PA 19104",Philadelphia,350,2024,,,,,,,,,,,39.9559346,-75.1928379
Millennium Bioresearch Inc,352,23-R-0061,Class R - Research Facility,Active,,1765 WENTZ ROAD,P.O. BOX 178,"SPINNERSTOWN, PA 18967",Bucks,352,2024,,,287,,92,,,,,,40.4453419,-75.4286764
Lehigh University,353,23-R-0064,Class R - Research Facility,Active,,Office Of The Vice President & Associate,Provost for Research & Graduate Studies,"BETHLEHEM, PA 18015",Northampton,353,2024,,,,,,,,,,,,
Harcum College,357,23-R-0078,Class R - Research Facility,Active,,VET SERVICES BLDG,750 MONTGOMERY AVE,"BRYN MAWR, PA 19010",Delaware,357,2024,7,5,,,5,,,,,,,
Jackson ImmunoResearch Labs Inc,358,23-R-0114,Class R - Research Facility,Active,,872 W Baltimore Pike,,"West Grove, PA 19390",Chester,358,2024,,,,,,,,,44,,39.8216757,-75.8331513
"Cocalico Biologicals, Inc.",360,23-R-0089,Class R - Research Facility,Active,,1683 Kramer Mill Road,,"Denver, PA 17517",Lancaster,360,2024,,,196,,8623,,1,,222,,,
Magee Womens Research Institute,361,23-R-0090,Class R - Research Facility,Active,,204 CRAFT AVENUE,,"PITTSBURGH, PA 15213",Allegheny,361,2024,,2,,,46,8,,,,,40.4367688,-79.9631477
Altasciences Preclinical Scranton Inc,366,23-R-0107,Class R - Research Facility,Active,,130 Discovery Drive,Scott Technology Park,"Scott Township, PA 18447",Lackawanna,366,2024,331,,8,,647,65,,44,,,41.5313685,-75.622023
Lampire Biological Laboratories Inc,369,23-R-0122,Class R - Research Facility,Active,,P.O. Box 270,,"Pipersville, PA 18947",Bucks,369,2024,,,20,20,2637,,457,,727,,40.4260533,-75.1390969
Wilson College (WILSON COLLEGE),370,23-R-0124,Class R - Research Facility,Active,,VETERINARY MEDICAL TECHNOLOGY,1015 PHILADELPHIA AVE,"CHAMBERSBURG, PA 17201",Franklin,370,2024,22,13,7,6,4,,,,8,,,
Summit Ridge Biosystems Inc (SUMMIT RIDGE FARMS),371,23-R-0126,Class R - Research Facility,Active,,4526 State Route 2073,,"SUSQUEHANNA, PA 18847",Susquehanna,371,2024,1097,644,,,,,,,,,41.7767631,-75.6314998
Pocono Rabbit Farm & Laboratory Inc.,373,23-R-0141,Class R - Research Facility,Active,,306 Dutch Hill Rd,,"Canadensis, PA 18325",Monroe,373,2024,,,7,,258,,23,,,,41.2114482,-75.2553129
University of Scranton,374,23-R-0133,Class R - Research Facility,Active,,800 Linden Street,,"Scranton, PA 18510",Lackawanna,374,2024,,,,,,,,,,,41.4064465,-75.6577499
Delaware Valley University,376,23-R-0135,Class R - Research Facility,Active,,700 E. BUTLER AVE.,,"DOYLESTOWN, PA 18901",Bucks,376,2024,,8,43,78,31,,,,,,40.2995702,-75.1627808
West Chester University,380,23-R-0143,Class R - Research Facility,Active,,155 University Ave,SECC 347,"West Chester, PA 19383",Chester,380,2024,,,,,,,,,,,39.9521817,-75.6009953
State University of New York (SCHOOL OF MEDICINE AT BUFFALO),389,21-R-0051,Class R - Research Facility,Active,,"LEVEL 3, AML FAC 116 BIO MD BL",3435 MAIN STREET,"BUFFALO, NY 14214",Erie,389,2024,,,,336,100,,58,163,,,,
Suny College Of Technology,390,21-R-0053,Class R - Research Facility,Active,,454 DELHI DRIVE,,"DELHI, NY 13753",Delaware,390,2024,28,51,,,46,4,56,,65,,42.2707345,-74.9248494
University at Albany-State University of New York,393,21-R-0065,Class R - Research Facility,Active,,"1400 Washington Ave, MSC 100 E",Office of Regulatory and Research Compliance,"Albany, NY 12222",Albany,393,2024,,,,,,,,,,,,
Albert Einstein College Of Medicine (YESHIVA UNIVERSITY),394,21-R-0132,Class R - Research Facility,Active,,1300 MORRIS PARK AVE,SUITE 312,"BRONX, NY 10461",Bronx,394,2024,,,,,618,10,,,,,40.8506156,-73.8458194
Rochester General Hospital,398,21-R-0140,Class R - Research Facility,Active,,1425 PORTLAND AVENUE,,"ROCHESTER, NY 14621",Monroe,398,2024,,,,,,,,6,,,43.1920427,-77.5882889
St Lawrence University,399,21-R-0141,Class R - Research Facility,Active,,Deans Office/Vilas Hall 23 Romoda Drive,,"Canton, NY 13617",St. Lawrence,399,2024,6,,,,,,,,,,,
NY State Dept Of Health And Health Research,400,21-R-0124,Class R - Research Facility,Cancelled,,WADSWORTH CENTER NYS DEPT OF HEALTH  PO BOX 22002,,"ALBANY, NY 12201",Albany,400,2024,,,,,,,,,,,,
Syracuse University,401,21-R-0128,Class R - Research Facility,Active,,OFFICE OF RESEARCH INTEGRITY & PROTECTIONS,100 COLLEGE PLACE,"SYRACUSE, NY 13244",Onondaga,401,2024,,,,,,,,,,,,
Siena College,403,21-R-0170,Class R - Research Facility,Active,,515 LOUDON ROAD,,"LOUDONVILLE, NY 12211",Albany,403,2024,,,,,,,,,,,42.7168392,-73.7506315
"Orentreich Foundation For The Advancement Of Science, Inc.",413,21-R-0179,Class R - Research Facility,Active,,855 ROUTE 301,,"COLD SPRING, NY 10516",Putnam,413,2024,,,,,,,,,,,,
Vassar College,418,21-R-0260,Class R - Research Facility,Active,,124 Raymond Ave Box 4,,"Poughkeepsie, NY 12604",Dutchess,418,2024,,,,,,,,,,,,
Michigan Technological University,423,34-R-0142,Class R - Research Facility,Active,,1400 Townsend Drive,,"Houghton, MI 49931",Houghton,423,2024,,,,,2,,,,,,47.1099114,-88.5511513
Northern Michigan University,424,34-R-0121,Class R - Research Facility,Active,,1401 Presque Isle Avenue,,"Marquette, MI 49855",Marquette,424,2024,,,,,,,,,,,46.558533,-87.4058381
US Department Of The Interior (U.S Geological Survey),431,10-F-0008,Class F - Federal Research Facility,Active,,"OFFICE OF ECOSYSTEMS, US GEO SURVEY","12201 SUNRISE VALLEY DR, MS 300","HERNDON, VA 20192",Fairfax,431,2024,,,,,,,,,,,,
Uniformed Services University Of Health Sciences (CLAM),432,51-F-0001,Class F - Federal Research Facility,Active,,4301 JONES BRIDGE RD,,"BETHESDA, MD 20814",Montgomery,432,2024,,,,,4,86,2,172,,,39.0018688,-77.086372
The City College Medical School Of Cuny,435,21-R-0078,Class R - Research Facility,Active,,CONVENT AVE & 138TH ST,SCIENCE BLDG ANNEX - MR ANNEX,"NEW YORK NEW YORK, NY 10031",New York,435,2024,,,,,,,,,,,,
US ARMY Public Health Center,436,51-F-0005,Class F - Federal Research Facility,Active,,8300 Ricketts Point Rd.,"Bldg. E-2850, Room 3100R","ABERDEEN PROV GRND, MD 21010",Harford,436,2024,,,,,,,4,,,,,
US Army Med Research Inst Of Chemical Defense,437,51-F-0006,Class F - Federal Research Facility,Active,,COMMANDER,3100 RICKETTS POINT ROAD,"ABERDEEN PROV GRND, MD 21010",Harford,437,2024,,,237,,,49,,167,,,,
National Cancer Institute At Frederick,438,51-F-0008,Class F - Federal Research Facility,Active,,BUILDING 1021,PO BOX B,"FREDERICK, MD 21702",Frederick,438,2024,,,,,,,,,,,,
Walter Reed Army Institute Of Research,439,10-F-0002,Class F - Federal Research Facility,Active,,"DIV. OF VETERINARY MEDICINE, BLDG 511",503 ROBERT GRANT AVE,"SILVER SPRING, MD 20910",Montgomery,439,2024,,,28,106,123,193,3,73,,,,
National Institute Of Health,441,51-F-0016,Class F - Federal Research Facility,Active,,"31 CENTER DRIVE, ROOM B1C37",OFFICE OF ANIMAL CARE AND USE,"BETHESDA, MD 20892",Montgomery,441,2024,27,,1037,1811,300,2354,,113,,,39.0043076,-77.1009613
Operational Toxicology Branch (Air Force Research Laboratory),442,31-F-0002,Class F - Federal Research Facility,Active,,711 H P W / R H D V - W P,,"WRIGHT-PATTERSON AFB, OH 45433",Greene,442,2024,,,,,,,,,,,,
Columbia University,445,21-R-0082,Class R - Research Facility,Active,,630 WEST 168TH ST,BOX 64,"NEW YORK NEW YORK, NY 10032",New York,445,2024,,,77,116,34,161,2,169,,,40.8400532,-73.9398669
U.S. Army Research Institute of Environmental Medicine (USARIEM),446,14-F-0002,Class F - Federal Research Facility,Active,,10 General Greene Avenue,BLDG 42 Room 318,"NATICK, MA 01760",Middlesex,446,2024,,,,,,,,,,,42.2909368,-71.3597106
Nathan S Kline Institute For Psych Res,448,21-R-0084,Class R - Research Facility,Active,,140 OLD ORANGEBURG RD,,"ORANGEBURG, NY 10962",Rockland,448,2024,,,,,,25,,,,,41.0492869,-73.9677045
U.S. ENVIRONMENTAL PROTECTION AGENCY (NATIONAL EXPOSURE RESEARCH LAB),451,31-F-0003,Class F - Federal Research Facility,Active,,26 W. ML KING DRIVE,,"CINCINNATI, OH 45268",Hamilton,451,2024,,,,,,,,,,,,
US Army Edgewood Chemical Biological CTR,452,51-F-0019,Class F - Federal Research Facility,Active,,BLDG E3150  ATTN:  AMSRD-ECB-RT-TV,,"ABERDEEN PROV GRND, MD 21010",Harford,452,2024,22,,163,,9,,,,,,,
Westhaven VA Medical Center (689),454,16-V-0002,Class V - Veteran's Administration Hospital,Active,,Research Dept.,950 Campbell Avenue,"West Haven, CT 06516",New Haven,454,2024,,,,,,,,,,,,
LaGuardia Community College,458,21-R-0089,Class R - Research Facility,Active,,"31-10 Thomson Avenue, Room C252",Veterinary Tech Program,"LONG ISLAND CITY, NY 11101",Queens,458,2024,16,8,,,9,,,,,,40.7441571,-73.938894
New York University School of Medicine DCM,465,21-R-0092,Class R - Research Facility,Active,,"Div of Comparative Medicine, 1 Park Ave, 6th floor",,"New York, NY 10016",New York,465,2024,,,,176,129,,,2,,,,
Manor College,472,23-R-0043,Class R - Research Facility,Active,,VET TECH PROG 700 FOX CHASE RD,,"JENKINTOWN, PA 19046",Montgomery,472,2024,,,,,7,,,,,,,
Washington and Lee University,482,52-R-0013,Class R - Research Facility,Active,,PARMLY HALL,,"LEXINGTON, VA 24450",Lexington City,482,2024,,,,,,,,,,,37.7890017,-79.4422123
Northern Virginia Community College,483,21-R-0255,Class R - Research Facility,Active,,"21200 Campus Drive, LA Building",,"STERLING, VA 20164",Loudoun,483,2024,49,31,,,,,,,,,,
VA Polytechnic Institute & State University,492,52-R-0012,Class R - Research Facility,Active,,"300 TURNER STREET N.W., SUITE 4120",,"BLACKSBURG, VA 24061",Montgomery,492,2024,25,,131,22,,,,183,143,,,
Virginia Commonwealth University,493,52-R-0124,Class R - Research Facility,Active,,DIVISION OF ANIMAL RESOURCES,1101 E MARSHALL ST,"RICHMOND, VA 23298",Richmond,493,2024,,,6,,191,,,20,,,,
Old Dominion University,494,52-R-0009,Class R - Research Facility,Active,,"Office Of Research, 1 Old Dominion University",,"Norfolk, VA 23529",Norfolk City,494,2024,,,,,9,,,,,,,
University Of Virginia,495,52-R-0011,Class R - Research Facility,Active,,PO BOX 400301,OFFICE OF THE VICE PRESIDENT FOR RESEARCH,"CHARLOTTESVILLE, VA 22904",Charlottesville City,495,2024,,,,61,97,,,187,,,38.029306,-78.4766781
Blue Ridge Community College,496,52-R-0001,Class R - Research Facility,Active,,PO Box 80,,"Weyers Cave, VA 24486",Augusta,496,2024,10,21,2,,2,,,,8,,38.2861676,-78.9108994
Eastern Virginia Medical School,497,52-R-0003,Class R - Research Facility,Cancelled,,"358 Mowbray Arch, PO Box 1980",,"Norfolk, VA 23501",Norfolk City,497,2024,,,,,18,28,,,,,36.8564123,-76.2947928
George Mason University,498,52-R-0004,Class R - Research Facility,Active,,4400 UNIVERSITY DR MS 6D5,Office of Research Integrity and Assurance,"FAIRFAX, VA 22030",Fairfax,498,2024,,,,4,,,,,,,,
"Westmoreland Testing And Research, Inc.",502,23-R-0049,Class R - Research Facility,Active,,P.O. BOX 291,,"SCOTTDALE, PA 15683",Westmoreland,502,2024,,,66,,,,,,,,,
Lake Immunogenics Inc,503,21-R-0095,Class R - Research Facility,Active,,348 Berg Road,,"Ontario, NY 14519",Wayne,503,2024,,,,,,,,,85,,43.2407952,-77.3616096
Biomedical Research Institute,513,51-R-0050,Class R - Research Facility,Active,,9410 Key West Avenue,,"Rockville, MD 20850",Montgomery,513,2024,,,,101,,,,,,,,
University of Massachusetts Amherst,515,14-R-0036,Class R - Research Facility,Active,,217 Mass Venture Center 100 Venture Way,,"Hadley, MA 01035",Hampshire,515,2024,23,8,,285,2,25,22,,30,,,
Western Michigan University,522,34-R-0161,Class R - Research Facility,Active,,"Office of Research and Innovation, 1903 W MICHIGAN AVE",,"KALAMAZOO, MI 49008",Kalamazoo,522,2024,,,,,,,,,,,,
Cornell University,528,21-R-0119,Class R - Research Facility,Active,,Office Of Research Integrity And Assurance,395 Pine Tree Road Suite 320,"Ithaca, NY 14850",Tompkins,528,2024,198,79,,134,13,,39,41,586,,,
Roswell Park Comprehensive Cancer Center,537,21-R-0199,Class R - Research Facility,Active,,Elm & Carlton Streets,,"Buffalo, NY 14263",Erie,537,2024,6,1,,,3,,,6,,,,
Mayo Clinic,542,41-R-0006,Class R - Research Facility,Active,,1997 GUGGENHEIM 200 FIRST ST SW,,"ROCHESTER, MN 55905",Olmsted,542,2024,33,,,48,319,,50,586,,,,
University of Minnesota,547,41-R-0005,Class R - Research Facility,Active,,RESEARCH ANIMAL RESOURCES,,"MINNEAPOLIS, MN 55455",Hennepin,547,2024,4,3,396,353,50,242,235,474,100,,,
Swarthmore College,549,23-R-0020,Class R - Research Facility,Active,,500 College Ave.,,"Swarthmore, PA 19081",Delaware,549,2024,,,,,,,,,,,39.9029154,-75.3552419
Ridgewater College,550,41-R-0042,Class R - Research Facility,Active,,2101 15TH AVE N W,,"WILLMAR, MN 56201",Kandiyohi,550,2024,,,5,,,,,,,,,
"Cardiac Pacemakers, Inc (A Boston Scientific Company)",552,41-R-0022,Class R - Research Facility,Active,,4100 Hamline Avenue North E100,,"Arden Hills, MN 55112",Ramsey,552,2024,60,,,,,,17,307,,,,
Edward Hines Jr VA Hospital (151),554,33-V-0004,Class V - Veteran's Administration Hospital,Active,,5000 South 5th Ave,,"Hines, IL 60141",Cook,554,2024,,,3,,,,,,,,41.857456,-87.8400348
VA Medical Center (618),556,41-V-0001,Class V - Veteran's Administration Hospital,Active,,ONE VETERANS DRIVE,,"MINNEAPOLIS, MN 55417",Hennepin,556,2024,,,,,,,,4,,,,
Medtronic  Physiological Research Laboratories,558,41-R-0015,Class R - Research Facility,Active,,11520 YELLOW PINE STREET NW,,"COON RAPIDS, MN 55448",Anoka,558,2024,26,,,,267,,158,313,,,45.1789559,-93.3008261
Health Partners Institute,559,41-R-0003,Class R - Research Facility,Cancelled,,MAIL STOP 23302R,PO BOX 1524,"MINNEAPOLIS, MN 55440",Hennepin,559,2024,,,,,,,,,,,,
3M Company,561,41-R-0008,Class R - Research Facility,Cancelled,,3M Center Bldg,BUILDING 270-1S-05,"Maplewood, MN 55144",Ramsey,561,2024,,,,,,,,18,,,,
Kennelwood Inc.,565,33-R-0103,Class R - Research Facility,Active,,PO Box 6285,,"Champaign, IL 61826",Champaign,565,2024,123,89,,,,,,,,,40.1346857,-88.1975558
University Of Illinois At Chicago (College of Medicine at Rockford),566,33-R-0104,Class R - Research Facility,Active,,1601 Parkview Avenue,,"Rockford, IL 61107",Winnebago,566,2024,,,,,,,,,,,42.2840942,-89.0551137
"Pharmichem Testing Services, Inc.",568,33-R-0150,Class R - Research Facility,Active,,17501 W. DUVAN DRIVE,,"TINLEY PARK, IL 60477",Cook,568,2024,,,,,40,,,,,,,
Parkland College,571,33-R-0100,Class R - Research Facility,Active,,2400 W. BRADLEY AVENUE,,"CHAMPAIGN, IL 61821",Champaign,571,2024,8,10,3,,3,,,,,,40.1315135,-88.2888457
Wheaton College,572,33-R-0088,Class R - Research Facility,Active,,501 E COLLEGE AVENUE,,"WHEATON, IL 60187",DuPage,572,2024,,,,,,,,,,,41.8725486,-88.0847434
Northern Illinois University,575,33-R-0067,Class R - Research Facility,Active,,RESEARCH AND iNNOVATION PARTNERSHIPS,301 LOWDEN HALL,"DE KALB, IL 60115",DeKalb,575,2024,,,,,,,,,,,,
The University of Chicago,577,33-R-0151,Class R - Research Facility,Active,,"5841 S MARYLAND AVE, MC1030",,"CHICAGO, IL 60637",Cook,577,2024,4,,121,1172,33,60,20,42,,,,
Northwestern University,580,33-R-0129,Class R - Research Facility,Active,,750 N. LAKE SHORE DR,RUBLOFF 7-735,"CHICAGO, IL 60611",Cook,580,2024,47,11,,,31,1,,112,,,41.8965181,-87.6173152
Rush University Medical Center,581,33-R-0022,Class R - Research Facility,Active,,1735 W HARRISON ST MAIL CODE 148 149,COHN RESEARCH BUILDING SUITE 206,"CHICAGO, IL 60612",Cook,581,2024,,,,,79,,,71,,,,
Loyola University Chicago (Stritch School Of Medicine),583,33-R-0024,Class R - Research Facility,Active,,2160 S. FIRST AVE.,BUILDING 115 ROOM 432-8,"MAYWOOD, IL 60153",Cook,583,2024,,,85,,6,,,11,,,,
Abbott Laboratories,584,33-R-0025,Class R - Research Facility,Active,,100 Abbott Park Road,AP08B / D-04KA,"Abbott Park, IL 60064",Lake,584,2024,,,,,10,,36,,53,,,
Rosalind Franklin University of Medicine & Science,585,33-R-0027,Class R - Research Facility,Active,,3333 GREEN BAY ROAD,,"NORTH CHICAGO, IL 60064",Lake,585,2024,,,,,,,,30,,,42.3047651,-87.8537552
Hennepin Healthcare Research Institute,591,41-R-0082,Class R - Research Facility,Active,,701 PARK AVENUE P P 7 700,,"MINNEAPOLIS, MN 55404",Hennepin,591,2024,,,,,,,,148,,,,
Cary Institute Of Ecosystem Studies Inc,593,21-R-0097,Class R - Research Facility,Active,,PO BOX AB (2801 SHARON TURNPIKE),,"MILLBROOK, NY 12545",Dutchess,593,2024,,,,,,,,,,,,
Midwestern University,596,33-R-0010,Class R - Research Facility,Active,,555 31ST STREET,,"DOWNERS GROVE, IL 60515",DuPage,596,2024,,,,,,,,,30,,41.8311427,-88.0060257
Northshore University Healthsystem,597,33-R-0013,Class R - Research Facility,Active,,2650 Ridge Avenue,,"EVANSTON, IL 60201",Cook,597,2024,,,,,16,,,30,,,42.0646064,-87.6844638
Southern Illinois University,598,33-R-0014,Class R - Research Facility,Active,,"VIVARIUM, LIFE SCIENCE III",ROOM 1062,"CARBONDALE, IL 62901",Jackson,598,2024,62,,,,,,,,,,,
University of Illinois at Chicago,599,33-R-0018,Class R - Research Facility,Active,,"BIO RSCS LAB, 1840 W. TAYLOR ST, M/C 533",,"CHICAGO, IL 60612",Cook,599,2024,63,,65,3,118,120,12,281,,,,
Illinois State University,602,33-R-0003,Class R - Research Facility,Active,,3330 Research Ethics & Compliance,,"NORMAL, IL 61790",McLean,602,2024,,,,,,,,,,,,
University Of Illinois At Urbana-Champaign,603,33-R-0029,Class R - Research Facility,Active,,1 OBSERVATORY BUILDING,901 S. MATHEWS,"URBANA, IL 61801",Champaign,603,2024,47,25,10,,74,,94,152,289,,,
University Of Wisconsin-Whitewater,608,35-R-0014,Class R - Research Facility,Active,,RESEARCH AND SPONSORED PROGRAM,800 W. MAIN STREET,"WHITEWATER, WI 53190",Jefferson,608,2024,,,,,,,,,,,,
University Of Wisconsin-La Crosse (COLLEGE OF SCIENCE & ALLIED HEALTH),611,35-R-0015,Class R - Research Facility,Active,,1725 STATE STREET RM 106 HLTH SCN CTR,,"LA CROSSE, WI 54601",La Crosse,611,2024,,,,,,,,,,,,
University Of Wisconsin-Milwaukee,612,35-R-0017,Class R - Research Facility,Active,,2033 E Hartford Avenue,Suite 270,"MILWAUKEE, WI 53211",Milwaukee,612,2024,,,,,,,,,,,43.0773342,-87.8844617
UNIVERSITY OF WISCONSIN-RIVER FALLS,614,35-R-0010,Class R - Research Facility,Active,,410 S. 3RD ST.,,"RIVER FALLS, WI 54022",Pierce,614,2024,,,,,,,,,,,44.8481427,-92.6193599
University of Wisconsin Madison (RESEARCH ANIMAL RESOURCES CTR),616,35-R-0001,Class R - Research Facility,Active,,DIRECTOR  RESEARCH ANIMAL RESOURCES CENTER,1710 UNIVERSITY AVENUE 396 ENZYME INST,"MADISON, WI 53726",Dane,616,2024,,71,10,958,282,1354,22,357,91,,,
Madison Area Technical College,617,35-R-0016,Class R - Research Facility,Active,,1701 WRIGHT STREET,,"MADISON, WI 53704",Dane,617,2024,84,96,6,6,10,,,,48,,43.1195902,-89.3341685
Tufts University (CUMMINGS SCHOOL OF VETERINARY MEDICINE),628,14-R-0065,Class R - Research Facility,Active,,"200 WESTBORO ROAD BLDG 17, LABORATORY ANIMAL MEDICINE SERVICE",,"NORTH GRAFTON, MA 01536",Worcester,628,2024,11,,9,4,,,171,70,69,,,
